num ;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  spec. type   
180 ;    702.68;2E 0343.6+2352                     ;X  ;03 46 38.1 +24 01 46                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
181 ;    703.62;V* V793 Tau                        ;Er*;03 47 40.3754786066 +24 18 07.004668507;     ~   ;15.18    ;13.95    ;13.50    ;M:             
182 ;    703.93;Cl Melotte 22 1170                 ;*  ;03 46 46.9012469568 +23 58 52.891962348;     ~   ;17.2     ;     ~   ;     ~   ;~              
183 ;    705.54;Cl* Melotte 22 DH 467              ;Er*;03 46 43.5895860823 +23 59 42.497999718;     ~   ;17.667   ;16.120   ;     ~   ;~              
184 ;    709.91;CXOP J034632.4+240547              ;X  ;03 46 32.42 +24 05 47.7                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
185 ;    710.31;[KRL2001] 37                       ;X  ;03 46 32.39 +24 05 47.8                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
186 ;    713.26;CXOP J034632.0+240746              ;X  ;03 46 32.01 +24 07 46.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
187 ;    714.77;[SCG94] X 138                      ;?  ;03 46 32.1 +24 05 43                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
188 ;    715.20;V* V454 Tau                        ;Er*;03 47 06.2244168336 +24 18 12.587648508;     ~   ;17       ;     ~   ;     ~   ;~              
189 ;    715.27;Cl* Melotte 22 DH 549              ;Er*;03 48 06.6314871384 +24 00 06.905099880;     ~   ;     ~   ;18.00    ;     ~   ;~              
190 ;    717.88;[KRL2001] 26                       ;X  ;03 46 44.29 +23 59 11.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
191 ;    718.19;V* V861 Tau                        ;Er*;03 47 08.1390012964 +24 18 24.628542649;     ~   ;     ~   ;16.95    ;     ~   ;~              
192 ;    720.38;CXOP J034644.0+235911              ;X  ;03 46 44.05 +23 59 11.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
193 ;    720.66;Cl* Melotte 22 ROQUE 23            ;LM*;03 47 05.0 +23 55 48                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
194 ;    723.08;V* PP Tau                          ;Y*O;03 46 31.1851066172 +24 07 02.431428754;     ~   ;15.60    ;14.21    ;     ~   ;K5V            
195 ;    727.20;HD 23631                           ;SB*;03 47 24.4137493776 +23 54 52.826531688;     ~   ;7.34     ;7.30     ;     ~   ;A0V            
196 ;    727.88;Cl Melotte 22 1392                 ;*  ;03 47 23.9599460592 +23 54 52.116897096;     ~   ;9.69     ;9.10     ;     ~   ;G5V            
197 ;    735.16;BD+23 532                          ;*  ;03 47 17.0589452160 +23 54 51.014917080;     ~   ;12.36    ;     ~   ;     ~   ;K2III          
198 ;    736.21;2XMM J034709.2+241847              ;X  ;03 47 09.22 +24 18 47.9                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
199 ;    737.80;CXOP J034653.0+235656              ;Q? ;03 46 53.03 +23 56 56.4                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
200 ;    738.62;[KRL2001] 19                       ;X  ;03 46 53.05 +23 56 55.2                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
201 ;    738.87;Cl* Melotte 22 DH 458              ;Er*;03 46 35.5305948311 +24 01 35.525924494;     ~   ;     ~   ;19.00    ;     ~   ;MV             
202 ;    742.42;V* PV Tau                          ;Er*;03 46 53.6047809404 +24 17 15.019101370;     ~   ;     ~   ;16.27    ;15.86    ;M:             
203 ;    742.64;[KRL2001] 41                       ;X  ;03 46 30.41 +24 05 05.6                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
204 ;    742.71;HD 282973                          ;PM*;03 47 52.5260476469 +23 56 28.428947463;     ~   ;10.41    ;9.87     ;     ~   ;G0             
205 ;    743.17;CXOP J034630.3+240853              ;X  ;03 46 30.35 +24 08 53.7                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
206 ;    743.59;[KRL2001] 40                       ;X  ;03 46 30.32 +24 08 53.8                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
207 ;    743.87;HAT 260-05380                      ;*  ;03 48 18.0776048112 +24 05 48.397676424;     ~   ;     ~   ;     ~   ;     ~   ;~              
208 ;    744.14;Cl* Melotte 22 DH 480              ;*  ;03 46 55.7755673496 +23 56 24.215121456;     ~   ;     ~   ;18.40    ;     ~   ;M5             
209 ;    744.73;Cl* Melotte 22 SRS 64413           ;PM*;03 46 30.2320249920 +24 05 07.660248468;     ~   ;     ~   ;     ~   ;16.411   ;~              
210 ;    749.64;Cl Melotte 22 1144                 ;*  ;03 46 43.4797664424 +24 15 24.529117248;     ~   ;13.85    ;13.1     ;     ~   ;M:             
211 ;    750.40;Cl Melotte 22 1147                 ;*  ;03 46 43.625 +24 15 27.83              ;     ~   ;     ~   ;14.86    ;     ~   ;~              
212 ;    750.63;[KRL2001] J034634.10+240149.53     ;X  ;03 46 34.10 +24 01 49.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
213 ;    750.87;[SCG94] X 135                      ;?  ;03 46 29.7 +24 05 15                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
214 ;    751.90;Cl* Melotte 22 MHO 6               ;*  ;03 46 52.5728015596 +24 17 16.828153417;     ~   ;     ~   ;18.71    ;     ~   ;~              
215 ;    752.55;Gaia DR2 66732388642479872         ;*  ;03 46 52.5736735217 +24 17 17.623067978;     ~   ;     ~   ;     ~   ;     ~   ;~              
216 ;    753.20;CXOP J034634.0+240146              ;X  ;03 46 34.01 +24 01 46.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
217 ;    756.88;CXOP J034646.0+235750              ;X  ;03 46 46.02 +23 57 50.3                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
218 ;    757.06;CXOP J034629.1+240839              ;Q? ;03 46 29.18 +24 08 39.9                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
219 ;    759.26;Cl Melotte 22 1121                 ;*  ;03 46 38.6340791904 +23 59 43.696178448;     ~   ;     ~   ;12.19    ;     ~   ;K2III          
220 ;    760.32;V* V530 Tau                        ;Er*;03 46 39.9578888496 +23 59 17.233908828;     ~   ;     ~   ;     ~   ;     ~   ;~              
221 ;    773.91;CXOP J034630.8+241124              ;X  ;03 46 30.85 +24 11 24.1                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
222 ;    774.58;Cl Melotte 22 1743                 ;*  ;03 48 09.1603898784 +24 14 46.998839256;     ~   ;13.29    ;     ~   ;     ~   ;~              
223 ;    776.00;RX J034724.2+235403                ;X  ;03 47 24.2 +23 54 04                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
224 ;    780.38;Cl* Melotte 22 SHF 40              ;*  ;03 47 10.5527341488 +23 54 21.681620784;     ~   ;     ~   ;     ~   ;     ~   ;~              
225 ;    780.87;Cl Melotte 22 1809                 ;*  ;03 48 19.1537578536 +24 03 41.664057804;     ~   ;13.22    ;     ~   ;     ~   ;~              
226 ;    781.76;Cl* Melotte 22 DH 555              ;Er*;03 48 10.1652861888 +23 59 20.348356524;     ~   ;     ~   ;19.50    ;     ~   ;~              
227 ;    782.70;Cl Melotte 22 1403                 ;V* ;03 47 24.5942152992 +23 53 57.337612080;     ~   ;14.9     ;14.62    ;     ~   ;~              
228 ;    788.37;[SCG94] X 140                      ;?  ;03 46 35.2 +24 13 59                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
229 ;    788.48;Cl Melotte 22 1759                 ;*  ;03 48 12.5764551216 +23 59 56.910026148;     ~   ;14.5     ;11.83    ;     ~   ;~              
230 ;    792.23;87GB 034336.1+240441               ;X  ;03 46 34.7 +24 13 56                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
231 ;    794.00;Cl Melotte 22 1627                 ;*  ;03 47 55.4275149144 +24 18 07.519482612;     ~   ;     ~   ;13.54    ;     ~   ;~              
232 ;    795.41;Cl* Melotte 22 DH 553              ;Er*;03 48 09.2059904546 +23 58 40.778937610;     ~   ;     ~   ;17.90    ;     ~   ;~              
233 ;    800.61;Cl* Melotte 22 IPMBD 25            ;LM*;03 46 26.0867944944 +24 05 09.641476032;     ~   ;     ~   ;     ~   ;     ~   ;M7             
234 ;    802.27;1AXG J034809+2415                  ;X  ;03 48 09.2 +24 15 31                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
235 ;    802.87;NVSS J034748+241908                ;Rad;03 47 48.70 +24 19 08.3                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
236 ;    808.50;Cl Melotte 22 1087                 ;*  ;03 46 35.0649767352 +23 59 27.900438144;     ~   ;     ~   ;12.54    ;     ~   ;G8III          
237 ;    809.06;[SCG94] X 176                      ;?  ;03 47 23.3 +23 53 31                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
238 ;    817.22;Cl* Melotte 22 NPL 38              ;LM*;03 47 50.4210663240 +23 54 47.336427828;     ~   ;     ~   ;     ~   ;     ~   ;M8.0           
239 ;    817.40;V* OZ Tau                          ;Er*;03 46 25.3897599128 +24 09 36.475521778;     ~   ;17.09    ;16.05    ;15.59    ;~              
240 ;    818.16;Cl* Melotte 22 VM 73               ;*  ;03 46 48.7466897328 +23 55 59.615265972;     ~   ;15.9     ;     ~   ;15.16    ;~              
241 ;    818.22;Cl Melotte 22                      ;OpC;03 46 24.2 +24 06 50                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
242 ;    818.23;[KRL2001] 33                       ;X  ;03 46 38.80 +23 58 05.1                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
243 ;    818.36;Cl Melotte 22 1576                 ;*  ;03 47 47.4609242880 +23 54 27.415055160;     ~   ;     ~   ;14.4     ;     ~   ;~              
244 ;    818.73;USNO-A2.0 1125-01262204            ;*  ;03 46 38.8236369984 +23 58 03.959776632;     ~   ;17.3     ;     ~   ;     ~   ;~              
245 ;    823.92;RX J034807.2+241634                ;X  ;03 48 07.2 +24 16 34                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
246 ;    823.92;[MSK96] J034807.2+241634.0         ;X  ;03 48 07.2 +24 16 34                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
247 ;    825.24;PGCC G166.44-23.59                 ;MoC;03 46 24.280 +24 08 52.67              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
248 ;    825.88;V* V449 Tau                        ;Y*O;03 46 48.3152404800 +24 18 06.139435068;     ~   ;17.77    ;16.24    ;     ~   ;~              
249 ;    826.00;[SCG94] X 199                      ;?  ;03 48 07.9 +24 16 27                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
250 ;    828.39;Cl Melotte 22 1053                 ;*  ;03 46 30.1388547144 +24 13 18.057202824;     ~   ;15.1     ;     ~   ;     ~   ;~              
251 ;    832.27;Cl* Melotte 22 JS 4                ;*  ;03 47 12.4782912960 +24 20 37.209726924;     ~   ;     ~   ;     ~   ;     ~   ;~              
252 ;    832.48;1E 0344.5+2411                     ;X  ;03 47 34.5 +24 20 40                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
253 ;    835.97;CXOP J034629.5+240042              ;X  ;03 46 29.53 +24 00 42.8                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
254 ;    836.13;V* V342 Tau                        ;Er*;03 48 13.3006651284 +23 58 46.999594179;     ~   ;18.85    ;17.81    ;     ~   ;~              
255 ;    837.11;[KRL2001] 42                       ;X  ;03 46 29.47 +24 00 41.9                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
256 ;    837.48;CXOP J034623.4+240856              ;X  ;03 46 23.42 +24 08 56.9                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
257 ;    837.76;[KRL2001] 48                       ;X  ;03 46 23.39 +24 08 56.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
258 ;    841.57;Cl Melotte 22 1247                 ;*  ;03 46 59.6336405088 +24 19 52.751159040;     ~   ;12.62    ;     ~   ;     ~   ;~              
259 ;    850.98;V* V448 Tau                        ;Y*O;03 46 35.9117232840 +23 58 01.275542652;     ~   ;15.42    ;14.02    ;     ~   ;KV             
260 ;    853.08;IRAS 03438+2346                    ;FIR;03 46 46.6 +23 55 38                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
261 ;    853.87;Cl* Melotte 22 PPL 8               ;Er*;03 47 29.5845345672 +23 52 49.567584144;     ~   ;     ~   ;21.10    ;     ~   ;~              
262 ;    855.00;[KRL2001] 49                       ;X  ;03 46 21.56 +24 07 17.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
263 ;    858.24;V* PQ Tau                          ;Er*;03 46 32.1220179264 +23 58 58.752905988;     ~   ;14.30    ;     ~   ;     ~   ;K7             
264 ;    862.95;[SCG94] X 184                      ;?  ;03 47 35.3 +24 21 09                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
265 ;    864.62;IRAS F03437+2346                   ;IR ;03 46 43.3 +23 55 59                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
266 ;    869.08;Cl* Melotte 22 BPL 169             ;PM*;03 48 14.2956326736 +24 15 50.760987660;     ~   ;     ~   ;     ~   ;     ~   ;~              
267 ;    871.41;Cl Melotte 22 1083                 ;*  ;03 46 34.9048538208 +23 57 45.891267516;     ~   ;12.18    ;     ~   ;     ~   ;F1III          
268 ;    874.24;[KRL2001] 56                       ;X  ;03 46 24.91 +24 01 29.3                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
269 ;    875.49;CXOP J034624.8+240126              ;X  ;03 46 24.88 +24 01 27.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
270 ;    875.52;[TSA98] J034631.65+235837.68       ;X  ;03 46 31.65 +23 58 37.7                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
271 ;    884.60;V* V528 Tau                        ;Er*;03 46 23.4665085267 +24 01 51.397679361;     ~   ;     ~   ;18.50    ;     ~   ;~              
272 ;    886.08;HD 282971                          ;PM*;03 48 26.1648308529 +24 02 54.196833236;     ~   ;10.6     ;10.2     ;     ~   ;F8             
273 ;    886.28;Cl Melotte 22 1874                 ;*  ;03 48 28.4085012480 +24 05 31.855098228;     ~   ;14.1     ;     ~   ;     ~   ;~              
274 ;    886.91;DANCe J03473165+2352190            ;Er*;03 47 31.6388857800 +23 52 19.287066144;     ~   ;     ~   ;     ~   ;     ~   ;~              
275 ;    890.18;Cl* Melotte 22 VM 10               ;*  ;03 46 36.0 +23 57 00                   ;     ~   ;15.5     ;     ~   ;     ~   ;~              
276 ;    891.69;Cl* Melotte 22 SHF 35              ;*  ;03 46 35.3522864856 +23 57 07.589118780;     ~   ;     ~   ;     ~   ;     ~   ;~              
277 ;    891.86;HD 282969                          ;*  ;03 46 44.1762912072 +24 18 46.126647900;     ~   ;10.94    ;     ~   ;     ~   ;F5             
278 ;    892.01;Cl Melotte 22 1642                 ;*  ;03 47 57.2384476440 +24 19 47.435544048;     ~   ;     ~   ;13.23    ;     ~   ;~              
279 ;    908.00;Cl* Melotte 22 JS 9                ;*  ;03 47 07.7441304336 +24 21 40.355822088;     ~   ;     ~   ;     ~   ;     ~   ;~              
280 ;    911.22;DANCe J03470035+2352484            ;Er*;03 47 00.3514450200 +23 52 48.349397352;     ~   ;     ~   ;     ~   ;     ~   ;~              
281 ;    916.23;CXOP J034628.8+235820              ;*  ;03 46 28.89 +23 58 20.8                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
282 ;    918.38;V* QT Tau                          ;Er*;03 47 30.5901662515 +24 22 13.950211752;     ~   ;17.290   ;15.795   ;     ~   ;~              
283 ;    918.98;CXOP J034624.3+235958              ;X  ;03 46 24.38 +23 59 58.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
284 ;    920.32;HD 282967                          ;Y*O;03 47 40.4453488845 +24 21 52.409176663;     ~   ;11.12    ;10.48    ;     ~   ;G5             
285 ;    922.17;HD 23489                           ;** ;03 46 27.2785317984 +24 15 17.995532328;7.56     ;7.44     ;7.34     ;7.28     ;A2V            
286 ;    926.81;V* V653 Tau                        ;Er*;03 47 45.0193865976 +23 52 19.082583012;     ~   ;     ~   ;     ~   ;     ~   ;~              
287 ;    926.82;Cl Melotte 22 983                  ;*  ;03 46 19.7587015128 +24 02 08.498486112;     ~   ;     ~   ;13.24    ;     ~   ;A5V            
288 ;    927.64;CXOP J034630.0+235740              ;X  ;03 46 30.01 +23 57 40.1                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
289 ;    928.96;2E 0344.5+2413                     ;X  ;03 47 32.3 +24 22 22                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
290 ;    935.46;Cl* Melotte 22 TEIDE 1             ;LM*;03 47 17.9147300712 +24 22 31.746313740;     ~   ;     ~   ;     ~   ;     ~   ;M8.0           
291 ;    935.55;[KRL2001] J034615.95+240826.20     ;X  ;03 46 15.95 +24 08 26.2                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
292 ;    939.52;[KRL2001] 43                       ;X  ;03 46 28.15 +23 57 54.7                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
293 ;    940.16;V* V795 Tau                        ;Er*;03 48 31.9804149480 +24 04 47.943220224;     ~   ;19.0     ;     ~   ;15.2     ;~              
294 ;    940.32;CXOP J034628.1+235753              ;X  ;03 46 28.13 +23 57 53.7                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
295 ;    949.22;V* V871 Tau                        ;Er*;03 48 25.2319090571 +24 14 26.017214206;     ~   ;18.6     ;17.63    ;     ~   ;~              
